1	cur_date	string	日期
2	activity_id	string	活动ID
3	app_id	string	媒体ID
4	exposure_pv	string	曝光pv
5	exposure_uv	string	曝光uv
6	click_pv	string	点击pv
7	click_uv	string	点击uv
8	position	string	点位
